Disease	Total_Genes	Seed_Genes	Subsystems	Subsystems_Aligned_to_GO	NDEx_URL	HiView_URL
bardet_biedl_syndrome_14	12	2	4	1	http://dev2.ndexbio.org/v2/network/5c22d7e1-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/5c22d7e1-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
autosomal_recessive_cutis_laxa_type_1	2	2	1	1	http://dev2.ndexbio.org/v2/network/7ba95ea3-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/7ba95ea3-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
peeling_skin_syndrome	3	2	1	1	http://dev2.ndexbio.org/v2/network/9f413c69-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/9f413c69-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
congenital_erythropoietic_porphyria	99	2	33	19	http://dev2.ndexbio.org/v2/network/fb0a0305-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/fb0a0305-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
helicobacter_pylori_infection__susceptibility_to	368	2	162	81	http://dev2.ndexbio.org/v2/network/32646eb2-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/32646eb2-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
primary_ciliary_dyskinesia_28	19	2	8	0	http://dev2.ndexbio.org/v2/network/c7246b22-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/c7246b22-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
3m_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/21e04b42-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/21e04b42-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
dedifferentiated_liposarcoma	298	3	129	48	http://dev2.ndexbio.org/v2/network/c2041f8e-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/c2041f8e-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
silver_russell_syndrome_due_to_a_point_mutation	7	2	5	1	http://dev2.ndexbio.org/v2/network/056bb81d-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/056bb81d-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
adrenal_insufficiency	3	2	1	1	http://dev2.ndexbio.org/v2/network/21f29ac8-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/21f29ac8-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cfhr5_deficiency	5	2	1	1	http://dev2.ndexbio.org/v2/network/19cec069-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/19cec069-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
liddle_syndrome	74	4	25	12	http://dev2.ndexbio.org/v2/network/53271eaf-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/53271eaf-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
leiomyoma__epithelioid	2	2	1	1	http://dev2.ndexbio.org/v2/network/2ece0141-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/2ece0141-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
malpuech_facial_clefting_syndrome	6	2	2	1	http://dev2.ndexbio.org/v2/network/45c2c6dd-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/45c2c6dd-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cholesterol_monooxygenase__side_chain_cleaving__deficiency	7	2	4	2	http://dev2.ndexbio.org/v2/network/cf065008-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/cf065008-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
deafness__autosomal_recessive_1a	7	4	2	0	http://dev2.ndexbio.org/v2/network/58c47514-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/58c47514-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
3_m_syndrome	3	3	1	1	http://dev2.ndexbio.org/v2/network/28643b5c-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/28643b5c-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
malignant_hyperthermia	134	2	73	31	http://dev2.ndexbio.org/v2/network/78130686-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/78130686-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
severe_combined_immunodeficiency__autosomal_recessive__t_cell_negative__b_cell_negative__nk_cell_positive	2	2	1	1	http://dev2.ndexbio.org/v2/network/f4341036-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/f4341036-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
autoimmune_hepatits_type_1	301	2	112	54	http://dev2.ndexbio.org/v2/network/31b49ca2-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/31b49ca2-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
scapuloperoneal_myopathy__spm_	351	3	145	81	http://dev2.ndexbio.org/v2/network/3cd18b0b-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/3cd18b0b-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
leukemia__chronic_myeloid	8	2	2	1	http://dev2.ndexbio.org/v2/network/56ec8b13-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/56ec8b13-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
combined_deficiency_of_factor_v_and_factor_viii__1	47	2	20	10	http://dev2.ndexbio.org/v2/network/f7c55f51-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/f7c55f51-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
polymerase_proofreading_related_adenomatous_polyposis	5	2	3	0	http://dev2.ndexbio.org/v2/network/e78cc622-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/e78cc622-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
x_linked_diffuse_leiomyomatosis_alport_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/586d90f5-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/586d90f5-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
autosomal_recessive_early_onset_parkinson_disease_15	43	2	20	11	http://dev2.ndexbio.org/v2/network/94827451-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/94827451-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
congenital_myasthenic_syndromes_with_glycosylation_defect	412	5	157	72	http://dev2.ndexbio.org/v2/network/8b1fd853-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/8b1fd853-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
multiple_benign_circumferential_skin_creases_on_limbs	322	2	120	55	http://dev2.ndexbio.org/v2/network/fa9bc5be-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/fa9bc5be-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
pseudohypoaldosteronism__type_2	5	4	1	1	http://dev2.ndexbio.org/v2/network/d0002dc3-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/d0002dc3-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
muir_torre_syndrome	9	3	5	1	http://dev2.ndexbio.org/v2/network/68d692f0-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/68d692f0-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
fibrochondrogenesis	10	2	5	1	http://dev2.ndexbio.org/v2/network/c365f8ff-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/c365f8ff-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
adult_junctional_epidermolysis_bullosa	15	3	5	2	http://dev2.ndexbio.org/v2/network/26093458-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/26093458-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
intermediate_maple_syrup_urine_disease	4	4	1	1	http://dev2.ndexbio.org/v2/network/0ab9dc33-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/0ab9dc33-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
disseminated_atypical_mycobacterial_infection	407	5	156	82	http://dev2.ndexbio.org/v2/network/49e5bc69-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/49e5bc69-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
leukoencephalopathy_with_vanishing_white_matter__vanishing_white_matter_disease__childhood_ataxia_with_diffuse_central_nervous_system_hypomyelination__cach___cree_leukoencephalopathy__cle_	5	5	1	1	http://dev2.ndexbio.org/v2/network/38e57882-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/38e57882-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
charcot_marie_tooth_disease__axonal__type_2e	119	2	40	17	http://dev2.ndexbio.org/v2/network/c82c9e4e-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/c82c9e4e-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
axenfeld_rieger_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/584687d1-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/584687d1-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
brachydactyly__type_a2	10	3	6	0	http://dev2.ndexbio.org/v2/network/b7d0b0a9-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/b7d0b0a9-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
curry_hall_syndrome	4	2	1	1	http://dev2.ndexbio.org/v2/network/28e5d131-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/28e5d131-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
polycystic_liver_disease	116	2	50	28	http://dev2.ndexbio.org/v2/network/c1d885cb-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/c1d885cb-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hereditary_pulmonary_alveolar_proteinosis	4	2	2	2	http://dev2.ndexbio.org/v2/network/e2eb95b2-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/e2eb95b2-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
paraganglioma_and_gastric_stromal_sarcoma	4	3	3	0	http://dev2.ndexbio.org/v2/network/b1759344-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/b1759344-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
atypical_hemolytic_uremic_syndrome_with_anti_factor_h_antibodies	5	4	2	0	http://dev2.ndexbio.org/v2/network/af22dba0-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/af22dba0-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
multiple_joint_dislocations__short_stature__craniofacial_dysmorphism__and_congenital_heart_defects	218	3	73	33	http://dev2.ndexbio.org/v2/network/8b007463-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/8b007463-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
anthracosis	10	4	7	1	http://dev2.ndexbio.org/v2/network/228d0530-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/228d0530-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
tay_sachs_disease	2	2	1	1	http://dev2.ndexbio.org/v2/network/1082010a-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/1082010a-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
solitary_fibrous_tumor	50	2	25	4	http://dev2.ndexbio.org/v2/network/1012eb67-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/1012eb67-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
white_sponge_nevus	2	2	1	1	http://dev2.ndexbio.org/v2/network/390010a4-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/390010a4-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hereditary_breast_and_ovarian_cancer_syndrome	35	4	17	5	http://dev2.ndexbio.org/v2/network/1460df1d-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/1460df1d-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
familial_hyperphosphatemic_tumoral_calcinosis_hyperphosphatemic_hyperostosis_syndrome	73	3	42	21	http://dev2.ndexbio.org/v2/network/960dda07-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/960dda07-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
ehlers_danlos_osteogenesis_imperfecta_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/63640813-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/63640813-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
autosomal_recessive_stickler_syndrome	31	4	16	5	http://dev2.ndexbio.org/v2/network/545047de-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/545047de-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
3_methylglutaconic_aciduria_type_2	278	2	108	52	http://dev2.ndexbio.org/v2/network/a5034e7a-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/a5034e7a-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hiv_associated_lipodystrophy_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/df1b2c81-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/df1b2c81-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
galactosialidosis	3	3	1	1	http://dev2.ndexbio.org/v2/network/a626a395-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/a626a395-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hyperaldosteronism__familial__type_i	2	2	1	1	http://dev2.ndexbio.org/v2/network/15ba05e3-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/15ba05e3-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
carnevale_syndrome	6	2	2	1	http://dev2.ndexbio.org/v2/network/cfdd9d42-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/cfdd9d42-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
arc_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/81f687cb-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/81f687cb-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
mosaic_variegated_aneuploidy_syndrome_1	464	4	167	80	http://dev2.ndexbio.org/v2/network/f29a3695-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/f29a3695-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
optic_atrophies__hereditary	11	2	5	0	http://dev2.ndexbio.org/v2/network/8a2b49e0-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/8a2b49e0-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
pachydermoperiostosis	103	2	28	13	http://dev2.ndexbio.org/v2/network/9dcd3ac8-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/9dcd3ac8-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
melnick_fraser_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/5b54042a-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/5b54042a-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cytochrome_c_oxidase_deficiency	173	2	71	30	http://dev2.ndexbio.org/v2/network/425de69c-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/425de69c-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
primary_hyperoxaluria__hp_	117	2	41	28	http://dev2.ndexbio.org/v2/network/df06c531-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/df06c531-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
bloom_syndrome	278	2	105	54	http://dev2.ndexbio.org/v2/network/ed634ae2-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/ed634ae2-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
nonketotic_hyperglycinemia__glycine_encephalopathy__gce_	3	3	2	2	http://dev2.ndexbio.org/v2/network/8489f1b8-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/8489f1b8-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
bare_lymphocyte_syndrome__bls__type2	57	4	21	6	http://dev2.ndexbio.org/v2/network/628a66ae-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/628a66ae-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
atrial_standstill	42	2	25	13	http://dev2.ndexbio.org/v2/network/40a68e64-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/40a68e64-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hypereosinophilic_syndrome	139	2	75	31	http://dev2.ndexbio.org/v2/network/126eab81-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/126eab81-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
arthrogryposis__renal_dysfunction__and_cholestasis__arc_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/38298d52-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/38298d52-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
sagittal_sinus_thrombosis	2	2	1	1	http://dev2.ndexbio.org/v2/network/eb347211-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/eb347211-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
pleurisy	186	6	82	47	http://dev2.ndexbio.org/v2/network/fd85032a-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/fd85032a-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
autosomal_dominant_striatal_degeneration__adsd_	4	2	2	0	http://dev2.ndexbio.org/v2/network/3b3bd6a6-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/3b3bd6a6-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
polymyositis	282	5	113	65	http://dev2.ndexbio.org/v2/network/2646f8b7-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/2646f8b7-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
familial_focal_epilepsy_with_variable_foci	3	3	1	1	http://dev2.ndexbio.org/v2/network/9165adeb-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/9165adeb-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
renal_hypomagnesemia_2	20	2	8	5	http://dev2.ndexbio.org/v2/network/dc191b3e-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/dc191b3e-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
autosomal_dominant_secondary_polycythemia	2	2	1	1	http://dev2.ndexbio.org/v2/network/52bada74-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/52bada74-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
ichthyosis__cyclic__with_epidermolytic_hyperkeratosis	6	2	2	1	http://dev2.ndexbio.org/v2/network/00c88b4e-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/00c88b4e-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
niemann_pick_disease__type_b	3	2	2	2	http://dev2.ndexbio.org/v2/network/82f5481a-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/82f5481a-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
tic_disorder	284	2	92	51	http://dev2.ndexbio.org/v2/network/4eec3f7c-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/4eec3f7c-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hypokalemic_periodic_paralysis	2	2	1	1	http://dev2.ndexbio.org/v2/network/f6d84b07-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/f6d84b07-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
septic_arthritis	2	2	1	1	http://dev2.ndexbio.org/v2/network/0b7fcf6d-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/0b7fcf6d-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
renal_dysplasia	8	4	7	1	http://dev2.ndexbio.org/v2/network/dca3f554-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/dca3f554-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
microcephaly_with_chorioretinopathy__autosomal_recessive	3	2	1	1	http://dev2.ndexbio.org/v2/network/646667de-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/646667de-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hypohidrotic_ectodermal_dysplasia	21	2	7	2	http://dev2.ndexbio.org/v2/network/f46f882d-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/f46f882d-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
protein_deficiency	143	2	62	37	http://dev2.ndexbio.org/v2/network/de7e0d0c-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/de7e0d0c-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
sitosterolemia	2	2	1	1	http://dev2.ndexbio.org/v2/network/ff8084ab-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/ff8084ab-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cockayne_syndrome_type_2	24	3	9	5	http://dev2.ndexbio.org/v2/network/da51da05-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/da51da05-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
lethal_multiple_pterygium_syndrome	141	4	62	31	http://dev2.ndexbio.org/v2/network/68bf134a-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/68bf134a-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
epileptic_encephalopathy__early_infantile__31	411	2	164	63	http://dev2.ndexbio.org/v2/network/1e012a6a-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/1e012a6a-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
congenital_reticular_ichthyosiform_erythroderma	6	2	2	1	http://dev2.ndexbio.org/v2/network/0bc43d7f-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/0bc43d7f-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
weaver_syndrome	310	2	169	53	http://dev2.ndexbio.org/v2/network/b0b18b55-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/b0b18b55-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
precocious_puberty__male_limited	18	3	9	2	http://dev2.ndexbio.org/v2/network/c3ffabfa-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/c3ffabfa-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
bethlem_myopathy_1	3	3	1	1	http://dev2.ndexbio.org/v2/network/79725a31-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/79725a31-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
myopathy__centronuclear__2	81	2	37	20	http://dev2.ndexbio.org/v2/network/7eaf8774-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/7eaf8774-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
sciatic_neuropathy	28	3	8	4	http://dev2.ndexbio.org/v2/network/ef7c0694-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/ef7c0694-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
polycystic_lipomembranous_osteodysplasia_with_sclerosing_leukoencephalopathy__plosl___nasu_hakola_disease	17	2	9	4	http://dev2.ndexbio.org/v2/network/b9009419-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/b9009419-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
myasthenic_syndrome__congenital__1a__slow_channel	11	4	3	0	http://dev2.ndexbio.org/v2/network/748b3ee0-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/748b3ee0-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
sodium_channelopathy_related_small_fiber_neuropathy	3	3	1	1	http://dev2.ndexbio.org/v2/network/005d7777-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/005d7777-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
retinitis_pigmentosa_7	3	2	1	1	http://dev2.ndexbio.org/v2/network/e1ab09d4-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/e1ab09d4-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
neu_laxova_syndrome_1	2	2	1	1	http://dev2.ndexbio.org/v2/network/828ac63b-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/828ac63b-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
short_rib_thoracic_dysplasia_6_with_or_without_polydactyly	173	2	91	13	http://dev2.ndexbio.org/v2/network/1bc3ee6c-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/1bc3ee6c-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cowden_like_syndrome	4	2	3	0	http://dev2.ndexbio.org/v2/network/1384cbb8-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/1384cbb8-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
gastrotintestinal_stromal_tumor	10	2	4	1	http://dev2.ndexbio.org/v2/network/a6978dfe-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/a6978dfe-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
